primary_fuel,ORIS code,Plant Name,physical_state,Unit Number,boiler_id,Unit Type,boiler_type,MWe_capacity_MW,max_heat_input_MMBtu/hr,Boiler_Heat_Rate_Mmbtu/MWh,Fuel_types,Fuel_Conc_lb/MMBtu,Mercury - ERT_lb/MMBtu,Mercury MW - ERT_lb/MW,Mercury - ETTS_lb_MMBtu,Mercury MW - ETTS_lb/MW,Mercury - CEMS_lb_MMBtu,Mercury - Part II_lb_MMBtu,Mercury MW - Part II_lb/MW,Mercury_min_lb_MMBtu,Mercury _min lb_MW,control_group_1,control_type_1,install_date_1,control_group_2,control_type_2,install_date_2,control_group_3,control_type_3,install_date_3,control_group_4,control_type_4,install_date_4,control_group_5,control_type_5,install_date_5,control_group_6,control_type_6,install_date_6,control_group_7,control_type_7,install_date_7,control_group_8,control_type_8,install_date_8,control_group_9,control_type_9,install_date_9,control_group_10,control_type_10,install_date_10,control_group_11,control_type_11,install_date_11,control_group_12,control_type_12,install_date_12
coal,113,Cholla,AZ,003,3,Conventional Boiler,Tangential firing,305,2929,9.603278689,coal - bituminous,1.35E-05,,,3.28E-06,3.15E-05,,,,3.28E-06,3.15E-05,PM control,"Fabric Filter, unspecified",1-Jan-09,SO2 control,Wet FGD - Unspecified,1-Jan-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1374,Elmer Smith Station,KY,Unit001,1374,Conventional Boiler,Cyclone firing,153,1370,8.954248366,"coal - bituminous, petroleum coke",1.03E-05,,,0.00000361,2.99E-05,,,,0.00000361,3.23E-05,NOx control,Selective Catalytic Reduction,1-May-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Dec-93,SO2 control,Wet FGD - Spray Type,1-Jan-95,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,628,Crystal River Power Plant,FL,CryR_Cfg_1,1,Conventional Boiler,Tangential firing,400,3837,9.5925,coal - bituminous,3.76E-09,,,0.00000337,3.23E-05,,,,0.00000337,3.23E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,10075,Taconite Harbor Energy Center,MN,THEC2,2,Conventional Boiler,Tangential firing,79.2,913,11.52777778,coal - bituminous,6.82E-06,2.87E-06,3.30E-05,,,,,,2.87E-06,3.30E-05,NOx control,,1-Jan-07,Other control,Dry sorbent injection,1-Jan-07,PM control,"Electrostatic precipitator, cold side, unspecified",1-Jan-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3138,New Castle Plant,PA,NC5-2,5,Conventional Boiler,Wall firing - front firing,143.3,1441,10.05582694,coal - bituminous,,,,,,,3.38E-06,3.40E-05,3.38E-06,3.40E-05,NOx control,Selective Noncatalytic Reduction,1-Apr-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2277,Sheldon Station,NE,U1,1,Conventional Boiler,Cyclone firing,128,1374,10.734375,coal - subbituminous,5.30E-06,3.17E-06,3.41E-05,,,,,,3.17E-06,3.41E-05,PM control,"Fabric Filter, pulse",1-Dec-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1217,Earl F Wisdom,IA,1,1,Conventional Boiler,Wall firing - front firing,40,477,11.925,coal - bituminous,,,,,,,2.88E-06,3.43E-05,2.88E-06,3.43E-05,PM control,Multiple cyclone,1-Apr-60,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,990,Harding Street,IN,60s,60,Conventional Boiler,Tangential firing,112,1017,9.080357143,coal - bituminous,4.86E-06,,,3.80E-06,3.45E-05,,,,3.80E-06,3.45E-05,NOx control,Selective Noncatalytic Reduction,1-Dec-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Dec-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,7097,J K Spruce,TX,1,BLR1,Conventional Boiler,Tangential firing,580,6361,10.96724138,coal - bituminous,5.65E-06,,,3.17E-06,3.48E-05,,0.000004,4.39E-05,3.17E-06,3.48E-05,PM control,"Fabric Filter, reverse air",1-Jul-92,SO2 control,Wet FGD - Spray Type,1-Dec-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,997,Michigan City,IN,12,12,Conventional Boiler,Cyclone firing,495,4650,9.393939394,coal - subbituminous,3.76E-06,,,3.74E-06,3.51E-05,,,,3.74E-06,3.51E-05,NOx control,Selective Catalytic Reduction,1-May-03,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6002,James H. Miller Jr.,AL,Unit 4,4,Conventional Boiler,Wall firing - front firing,723,6976.529118,9.649417867,coal - subbituminous,3.69E-06,,,0.00000367,3.54E-05,,3.81E-06,3.68E-05,0.00000367,3.54E-05,NOx control,Selective Catalytic Reduction,1-Mar-03,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-91,SO2 control,Wet FGD - Spray Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,886,Fisk,IL,FISK19 CONFIG,19,Conventional Boiler,Tangential firing,348,3584.044,10.29897701,coal - subbituminous,,,,,,,3.44E-06,3.54E-05,3.44E-06,3.54E-05,Other control,Activated carbon injection,1-Jul-08,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1073,Prairie Creek,IA,Unit 4,4,Conventional Boiler,Wall firing - front firing,148.3,1611,10.86311531,coal - subbituminous,,,,,,,0.0000033,3.58E-05,0.0000033,3.58E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jun-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2848,O H Hutchings,OH,H-4,H-4,Conventional Boiler,Tangential firing,64,696,10.875,coal - bituminous,,,,,,,0.0000033,3.59E-05,0.0000033,3.59E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jan-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1218,Fair Station,IA,U2,2,Conventional Boiler,Wall firing - front firing,44,465,10.56818182,coal - bituminous,6.34E-06,,,0.00000547,5.78E-05,,0.0000034,3.59E-05,0.0000034,3.59E-05,Other control,Other (specify): Flue gas conditioning for opacity control,1-Apr-06,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Oct-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2824,Stanton,ND,u10,10,Conventional Boiler,Tangential firing,60,642,10.7,coal - subbituminous,,,,,,,3.36E-06,3.60E-05,3.36E-06,3.60E-05,SO2 control,Dry FGD - Spray Dryer,1-Jan-00,PM control,"Fabric Filter, reverse air",1-Jan-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1363,Cane Run,KY,CR4,4,Conventional Boiler,Wall firing - front firing,168,2310,13.75,coal - bituminous,6.80E-06,2.63E-06,3.61E-05,,,,,,2.63E-06,3.61E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-63,SO2 control,Wet FGD - Spray Type,1-Dec-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1077,Sutherland,IA,Unit 2,2,Conventional Boiler,Wall firing - front firing,30.9,375.6,12.15533981,coal - subbituminous,,,,,,,0.00000298,3.62E-05,0.00000298,3.62E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Nov-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1077,Sutherland,IA,Unit 1,1,Conventional Boiler,Wall firing - front firing,31,401.5,12.9516129,coal - subbituminous,,,,,,,0.00000283,3.67E-05,0.00000283,3.67E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Nov-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,991,Eagle Valley,IN,6,6,Conventional Boiler,Tangential firing,105,1017,9.685714286,coal - bituminous,8.14E-06,,,3.81E-06,3.69E-05,,0.00000413,0.000040002,3.81E-06,3.69E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Dec-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8066,Jim Bridger Plant Units 1-4,WY,JB4,BW74,Conventional Boiler,Tangential firing,560,5239.9,9.356964286,coal - subbituminous,,,,,,,3.97E-06,3.71E-05,3.97E-06,3.71E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-79,SO2 control,Wet FGD - Tray Type,1-Dec-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3113,Portland,PA,POR-2,2,Conventional Boiler,Tangential firing,255,2542,9.968627451,coal - bituminous,,,,,,,3.83E-06,3.82E-05,3.83E-06,3.82E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2848,O H Hutchings,OH,H-1,H-1,Conventional Boiler,Tangential firing,53,607,11.45283019,coal - bituminous,,,,,,,3.35E-06,3.83E-05,3.35E-06,3.83E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jan-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,990,Harding Street,IN,50s,50,Conventional Boiler,Tangential firing,112,1017,9.080357143,coal - bituminous,,,,,,,4.22E-06,3.83E-05,4.22E-06,3.83E-05,NOx control,Selective Noncatalytic Reduction,1-Dec-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Dec-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2716,W.H. Weatherspoon Plant,NC,Wea_Cfg_1,1,Conventional Boiler,Wall firing - front firing,53,472,8.905660377,coal - bituminous,4.35E-06,,,4.33E-06,3.86E-05,,,,4.33E-06,3.86E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-75,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Apr-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2716,W.H. Weatherspoon Plant,NC,Wea_Cfg_1,2,Conventional Boiler,Wall firing - front firing,53,472,8.905660377,coal - bituminous,4.35E-06,,,4.33E-06,3.86E-05,,,,4.33E-06,3.86E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-75,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Apr-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1831,Otto E. Eckert Station,MI,001,EUBoiler1,Conventional Boiler,Wall firing - front firing,40,509,12.725,"coal - bituminous, subbituminous",,,,,,,0.00000306,3.89E-05,0.00000306,3.89E-05,PM control,"Electrostatic precipitator, unspecified",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1252,Tecumseh Energy Center,KS,9,9,Conventional Boiler,Tangential firing,82,846,10.31707317,coal - subbituminous,,,,,,,3.79E-06,3.91E-05,3.79E-06,3.91E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Aug-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6249,Winyah,SC,W2,2,Conventional Boiler,Wall firing - opposed firing,305,2908,9.53442623,coal - bituminous,,,,,,,4.13E-06,3.94E-05,4.13E-06,3.94E-05,NOx control,Selective Catalytic Reduction,1-May-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-77,SO2 control,Wet FGD - Spray Type,1-May-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1167,Muscatine #1,IA,8,8,Conventional Boiler,Cyclone firing,75,823,10.97333333,coal - subbituminous,5.85E-06,3.60E-06,3.95E-05,,,,,,3.60E-06,3.95E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,856,ED Edwards,IL,002,2,Conventional Boiler,Wall firing - unspecified,278,3321,11.94604317,"coal - bituminous, subbituminous",,,,,,,0.00000338,4.04E-05,0.00000338,4.04E-05,PM control,"Electrostatic precipitator, cold side, unspecified",1-Jan-03,Other control,Activated carbon injection,,Other control,Other (specify): Flue Gas Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1058,Sixth Street,IA,Unit 4,4,Conventional Boiler,Wall firing - front firing,14.8,304,20.54054054,coal - subbituminous,,,,,,,1.98E-06,4.07E-05,1.98E-06,4.07E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Aug-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1252,Tecumseh Energy Center,KS,10,10,Conventional Boiler,Tangential firing,145,1423,9.813793103,coal - subbituminous,,,,,,,4.19E-06,4.12E-05,4.19E-06,4.12E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Aug-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,879,Powerton,IL,Pow5CONFIG,52,Conventional Boiler,Cyclone firing,405,3972.225409,9.807963974,coal - subbituminous,,,,,,,4.23E-06,4.22E-05,4.23E-06,4.15E-05,Other control,Activated carbon injection,1-Jul-09,Other control,Activated carbon injection,1-Jul-09,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-73,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-73,,,,,,,,,,,,,,,,,,,,,,,,
coal,879,Powerton,IL,Pow6CONFIG,62,Conventional Boiler,Cyclone firing,406,3972.225409,9.783806427,coal - subbituminous,,,,,,,4.25E-06,4.22E-05,4.25E-06,4.16E-05,Other control,Activated carbon injection,1-Jul-09,Other control,Activated carbon injection,1-Jul-09,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-76,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-76,,,,,,,,,,,,,,,,,,,,,,,,
coal,3845,TransAlta Centralia Generation,WA,BW21CONFIG,BD21,Conventional Boiler,Tangential firing,603,7743,12.84079602,coal - subbituminous,6.72E-06,,,,,3.25E-06,,,3.25E-06,4.17E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jan-72,SO2 control,Wet FGD - Spray Type,1-Jun-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,856,ED Edwards,IL,001,1,Conventional Boiler,Wall firing - unspecified,123,1523,12.38211382,"coal - bituminous, subbituminous",,,,,,,0.00000338,4.19E-05,0.00000338,4.19E-05,PM control,"Electrostatic precipitator, cold side, unspecified",1-Jan-03,Other control,Activated carbon injection,,Other control,Other (specify): Flue Gas Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,10849,Silver Bay Power,MN,GEN1,BLR1,Conventional Boiler,Wall firing - front firing,45,371.9118719,8.264708264,coal - subbituminous,6.02E-06,5.10E-06,4.21E-05,,,,,,5.10E-06,4.21E-05,PM control,"Fabric Filter, reverse air",1-Jan-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,879,Powerton,IL,Pow6CONFIG,61,Conventional Boiler,Cyclone firing,406,4086.0815,10.06424015,coal - subbituminous,,,,,,,4.25E-06,4.22E-05,4.25E-06,4.28E-05,Other control,Activated carbon injection,1-Jul-09,Other control,Activated carbon injection,1-Jul-09,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-76,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-76,,,,,,,,,,,,,,,,,,,,,,,,
coal,879,Powerton,IL,Pow5CONFIG,51,Conventional Boiler,Cyclone firing,405,4107.6135,10.14225556,coal - subbituminous,,,,,,,4.23E-06,4.22E-05,4.23E-06,4.29E-05,Other control,Activated carbon injection,1-Jul-09,Other control,Activated carbon injection,1-Jul-09,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-73,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-73,,,,,,,,,,,,,,,,,,,,,,,,
coal,3982,Bay Front,WI,5,5,Conventional Boiler,Cyclone firing,32,389,12.15625,coal - subbituminous,,,,,,,0.000003572,4.34E-05,0.000003572,4.34E-05,PM control,Multiple cyclone,1-Aug-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2836,Avon Lake,OH,AL10,10,Conventional Boiler,Tangential firing,101,1447,14.32673267,coal - bituminous,,,,,,,3.03E-06,4.35E-05,3.03E-06,4.35E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1046,Dubuque,IA,Unit 5,5,Conventional Boiler,Wall firing - front firing,29.2,337.3,11.55136986,coal - subbituminous,,,,,,,0.0000038,4.39E-05,0.0000038,4.39E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Aug-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1122,Ames Electric Services Power Plant,IA,008,Boiler 8,Conventional Boiler,Wall firing - unspecified,72.7,672,9.2434663,coal - subbituminous,,,,,,,0.00000478,4.42E-05,0.00000478,4.42E-05,PM control,"Electrostatic precipitator, hot side, unspecified",1-Feb-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3845,TransAlta Centralia Generation,WA,BW22CONFIG,BD22,Conventional Boiler,Tangential firing,567,7743,13.65608466,coal - subbituminous,6.07E-06,,,,,3.26E-06,,,3.26E-06,4.45E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Dec-71,SO2 control,Wet FGD - Spray Type,1-Oct-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1082,Walter Scott Jr. Energy Center,IA,3,3,Conventional Boiler,Wall firing - unspecified,765,7700,10.06535948,coal - subbituminous,,,,,,,0.00000446,4.49E-05,0.00000446,4.49E-05,SO2 control,Dry FGD - Circulating Dry Scrubber,1-May-09,PM control,"Fabric Filter, pulse",1-May-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,991,Eagle Valley,IN,5,5,Conventional Boiler,Tangential firing,66,741,11.22727273,coal - bituminous,,,,,,,0.00000413,4.64E-05,0.00000413,4.64E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3115,Titus,PA,TI-2,2,Conventional Boiler,Tangential firing,86.2,900,10.44083527,coal - bituminous,,,,,,,0.0000045,4.70E-05,0.0000045,4.70E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Feb-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1250,Lawrence Energy Center,KS,5,5,Conventional Boiler,Tangential firing,396,3848,9.717171717,coal - subbituminous,,,,,,,4.87E-06,4.73E-05,4.87E-06,4.73E-05,PM control,PM scrubber - Venturi,1-Jun-77,SO2 control,Wet FGD - Spray Type,1-Jun-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,991,Eagle Valley,IN,3,3,Conventional Boiler,Tangential firing,46,524,11.39130435,coal - bituminous,,,,,,,0.0000042,4.78E-05,0.0000042,4.78E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4041,South Oak Creek,WI,OCPP-B6,6,Conventional Boiler,Wall firing - front firing,278,2516,9.050359712,coal - subbituminous,,,,,,,5.29E-06,4.79E-05,5.29E-06,4.79E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Apr-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1250,Lawrence Energy Center,KS,4,4,Conventional Boiler,Tangential firing,126,1276,10.12698413,coal - subbituminous,,,,,,,4.79E-06,4.85E-05,4.79E-06,4.85E-05,PM control,PM scrubber - Venturi,1-Jan-76,PM control,PM scrubber - Venturi,1-Jan-76,SO2 control,Wet FGD - Spray Type,1-Jan-76,SO2 control,Wet FGD - Spray Type,1-Jan-76,,,,,,,,,,,,,,,,,,,,,,,,
coal,6139,Welsh,TX,WE-1,1,Conventional Boiler,Wall firing - opposed firing,558,5156,9.240143369,coal - subbituminous,7.13E-06,,,5.25E-06,4.85E-05,,,,5.25E-06,4.85E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Mar-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1295,Quindaro,KS,Unit 2,2,Conventional Boiler,Wall firing - front firing,119.8,1394,11.6360601,coal - bituminous,1.09E-05,,,4.27E-06,4.97E-05,,,,4.27E-06,4.97E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,55479,Wygen 1,WY,WYG1Cfg,3,Conventional Boiler,Wall firing - front firing,91,1053,11.57142857,coal - subbituminous,6.48E-06,,,0.00000432,5.00E-05,6.75E-06,,,0.00000432,5.00E-05,NOx control,Selective Catalytic Reduction,1-Apr-03,SO2 control,Dry FGD - Spray Dryer,1-Apr-03,PM control,"Fabric Filter, pulse",1-Apr-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8066,Jim Bridger Plant Units 1-4,WY,JB1,BW71,Conventional Boiler,Tangential firing,566,5460.2,9.646996466,coal - subbituminous,,,,,,,5.30E-06,5.12E-05,5.30E-06,5.12E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Nov-74,SO2 control,Wet FGD - Tray Type,1-Sep-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6761,Rawhide,CO,Rawhide101,101,Conventional Boiler,Tangential firing,305,2800,9.180327869,coal - subbituminous,6.09E-06,,,5.63E-06,5.17E-05,,,,5.63E-06,5.17E-05,SO2 control,Dry FGD - Spray Dryer,1-Apr-84,PM control,"Fabric Filter, reverse air",1-Apr-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1831,Otto E. Eckert Station,MI,004,EUBoiler4,Conventional Boiler,Wall firing - front firing,72,807,11.20833333,"coal - bituminous, subbituminous",,,,,,,0.00000462,5.18E-05,0.00000462,5.18E-05,PM control,"Electrostatic precipitator, unspecified",1-Jan-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,991,Eagle Valley,IN,4,4,Conventional Boiler,Tangential firing,60,741,12.35,coal - bituminous,,,,,,,0.0000042,0.00005187,0.0000042,5.19E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1048,ML Kapp,IA,Unit 2,2,Conventional Boiler,Tangential firing,229,2332,10.18340611,coal - subbituminous,,,,,,,0.000005175,5.27E-05,0.000005175,5.27E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jul-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1047,Lansing,IA,Unit 4,4,Conventional Boiler,Turbo,264.2,2626,9.939439818,coal - subbituminous,,,,,,,0.000005524,5.49E-05,0.000005524,5.49E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Apr-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3319,Jefferies,SC,J4,4,Conventional Boiler,Wall firing - front firing,162,1602,9.888888889,coal - bituminous,,,,,,,5.56E-06,5.50E-05,5.56E-06,5.50E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Apr-77,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jul-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,883,Waukegan,IL,WK7CONFIG,7,Conventional Boiler,Tangential firing,345,3483.032,10.09574493,coal - subbituminous,,,,,,,5.51E-06,0.0000556,5.51E-06,5.56E-05,Other control,Activated carbon injection,1-Jul-08,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jun-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3403,Gallatin,TN,2,2,Conventional Boiler,Tangential firing,300,2750,9.166666667,coal - subbituminous,6.56E-06,,,0.0000062,5.68E-05,,,,0.0000062,5.68E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1010,Wabash River,IN,6,6,Conventional Boiler,Tangential firing,342,3059.0605,8.944621345,coal - bituminous,6.75E-06,,,6.38E-06,5.70E-05,,,,6.38E-06,5.70E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3317,Dolphus M Grainger,SC,G2,2,Conventional Boiler,Wall firing - front firing,87,972,11.17241379,coal - bituminous,,,,,,,5.15E-06,5.76E-05,5.15E-06,5.76E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,10075,Taconite Harbor Energy Center,MN,THEC1,1,Conventional Boiler,Tangential firing,83,847,10.20481928,coal - bituminous,6.44E-06,5.72E-06,5.83E-05,,,,,,5.72E-06,5.83E-05,NOx control,Selective Noncatalytic Reduction,1-Jan-08,Other control,Dry sorbent injection,1-Jan-08,PM control,"Electrostatic precipitator, cold side, unspecified",1-Jan-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6106,Boardman,OR,1SG,1SG,Conventional Boiler,Wall firing - opposed firing,610,5650,9.262295082,coal - subbituminous,,,,,,,6.34E-06,5.88E-05,6.34E-06,5.88E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Aug-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2079,Hawthorn,MO,5A,5A,Conventional Boiler,Wall firing - opposed firing,594,6600,11.11111111,"coal - subbituminous, bituminous",6.85E-06,,,0.0000053,5.89E-05,,,,0.0000053,5.89E-05,NOx control,Selective Catalytic Reduction,1-May-01,SO2 control,Dry FGD - Spray Dryer,1-May-01,PM control,"Fabric Filter, pulse",1-May-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8066,Jim Bridger Plant Units 1-4,WY,JB2,BW72,Conventional Boiler,Tangential firing,560,5569.1,9.944821429,coal - subbituminous,,,,,,,5.93E-06,5.90E-05,5.93E-06,5.90E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-75,SO2 control,Wet FGD - Tray Type,1-Sep-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6068,Jeffrey Energy Center,KS,3,3,Conventional Boiler,Tangential firing,783,7815,9.980842912,coal - subbituminous,,,,,,,5.93E-06,5.92E-05,5.93E-06,5.92E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-83,SO2 control,Wet FGD - Spray Type,1-May-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6098,Big Stone,SD,001,001,Conventional Boiler,Cyclone firing,495,5309,10.72525253,coal - subbituminous,5.28E-06,5.53E-06,5.93E-05,,,,,,5.53E-06,5.93E-05,PM control,"Fabric Filter, pulse",1-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
